Location,Massachusetts,,,,,,,,,,,,,,,
Commodity,Potato,Variety,,,,,,,,,,,,,,
Period : ,from, 1752,to, 1860,,,,,,,,,,,
, 1826,, .42, .302255552577026,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1827,, .251, .179793274535968,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1828,, .333, .239645473828928,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1830,, .249, .180035898333486,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1831,, .276, .197700971202897,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1832,, .35, .250707753337007,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1833,, .38, .276049969428207,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1834,, .37, .26503391067055,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1835,, .52, .372480090672124,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1836,, .75, .537230900007872,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1837,, .75, .539742058173261,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1838,, .5, .359828038782174,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1839,, .625, .443692859060296,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1840,, .47, .333657030013342,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1841,, .375, .268615450003936,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1842,, .5, .361517868139531,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1843,, .471, .342156672633383,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1844,, 1, .719656077564347,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1845,, .5, .363223643984483,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1846,, .75, .542276802209296,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1847,, .76, .546938618948904,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1848,, 1.125, .809613087259891,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1849,, 1.09, .780775574678107,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1850,, 1, .712990666715705,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1851,, .739, .518939525324555,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1855,, .536, .37638915503919,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1856,, .459, .322318324930949,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1857,, .997, .69496112202667,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1858,, .821, .576521448296969,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1859,, .777, .537654044795406,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
, 1860,, .84, .585523914245139,,United States Dollar,Silver,,England British Bushel,Litre,,(Ruth Crandall) (Wholesale Commodity Prices in Boston during the Eighteenth Century),,(gpih.ucdavis.edu),
